Specialty,Specialty Code,Package Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Radiation Oncology,MR,M600006,MR009,Linear Accelerator External Beam Radiotherapy,IGRT (Image Guided radiotherapy) with 3D CRT or IMRT (6 Fractions) (Inclusive of Simulation & Planning Cost) MR009A Radical,55000
Radiation Oncology,MR,M600006,MR009,Linear Accelerator External Beam Radiotherapy,IGRT (Image Guided radiotherapy) with 3D CRT or IMRT (6 Fractions) (Inclusive of Simulation & Planning Cost) MR009B Adjuvant,55000
Radiation Oncology,MR,M600006,MR009,Linear Accelerator External Beam Radiotherapy,IGRT (Image Guided radiotherapy) with 3D CRT or IMRT (6 Fractions) (Inclusive of Simulation & Planning Cost) MR009C Neoadjuvant,55000
Radiation Oncology,MR,M600007,MR010,SRT / SBRT with IGRT,(Stereotacatic radiotherapy) (4 Fractions) (Inclusive of Simulation & Planning Cost) MR010A SRT / SBRT with IGRT (Stereotacatic radiotherapy),82000
Radiation Oncology,MR,M600008,MR011,SRS with IGRT (Stereotacatic radiotherapy),(Inclusive of Simulation & Planning Cost) MR011A SRS with IGRT (Stereotacatic radiotherapy),70000
Radiation Oncology,MR,M600009,MR012,Respiratory Gating along with Linear Accelerator,planning (5 Fractions) (Inclusive of Simulation & Planning Cost) MR012A Respiratory Gating along with Linear Accelerator planning,65000
Radiation Oncology,MR,M600012,MR013,Brachytherapy High Dose  Radiation,MR013A Intracavitory,3500
Radiation Oncology,MR,M600014,MR013,Brachytherapy High Dose  Radiation,MR013B Intraluminal,3500
Radiation Oncology,MR,New Package,MR013,Brachytherapy High Dose  Radiation,MR013C Endobiliary,3500
Radiation Oncology,MR,New Package,MR013,Brachytherapy High Dose  Radiation,MR013D Endobronchial,3500
Radiation Oncology,MR,New Package,MR013,Brachytherapy High Dose  Radiation,MR013E CVS,3500
Radiation Oncology,MR,M600013,MR014,Brachytherapy High Dose Radiation (5 doses),"(Inclusive of Simulation, Planning Cost, OT & other charges ) MR014A Interstitial",42000
Radiation Oncology,MR,M600013,MR014,Brachytherapy High Dose Radiation (5 doses),"(Inclusive of Simulation, Planning Cost, OT & other charges ) MR014B Surface Mould",42000
"Orthopedics, Emergency",Room Packages,SB,New Package,SB001,Fracture - Conservative Management - Without plaster SB001A Fracture - Conservative Management - Without plaster,2000
Orthopedics,SB,S500084,SB002,Application of Traction,SB002A Skeletal Tractions with pin,2000
Orthopedics,SB,S500085,SB002,Application of Traction,SB002B Skin Traction 700 Orthopedics SB S500082 SB003 Application of P.O.P. casts SB003A Upper Limbs,3000
Orthopedics,SB,S500082,SB003,Application of P.O.P. casts,SB003B Lower Limbs,3000
Orthopedics,SB,S500083,SB004,Application of P.O.P. Spikas & Jackets,SB004A Spikas,3500
Orthopedics,SB,S500083,SB004,Application of P.O.P. Spikas & Jackets,SB004B Jackets,3500
Orthopedics,SB,S500041,SB005,External fixation of Fracture,SB005A Long bone,14000
Orthopedics,SB,S500042,SB005,External fixation of Fracture,SB005B Small bone,9500
Orthopedics,SB,S500043,SB005,External fixation of Fracture,SB005C Pelvis,14000
Orthopedics,SB,S500087,SB005,External fixation of Fracture,SB005D Both bones - forearms,15000
Orthopedics,SB,S500073,SB006,Percutaneous - Fixation of Fracture,SB006A Percutaneous - Fixation of Fracture,3000
Orthopedics,SB,New Package,SB007,Elastic nailing for fracture fixation,SB007A Femur,11000
Orthopedics,SB,New Package,SB007,Elastic nailing for fracture fixation,SB007B Humerus,11000
Orthopedics,SB,New Package,SB007,Elastic nailing for fracture fixation,SB007C Forearm,11000
Orthopedics,SB,S500058,SB008,Internal Fixation of Small Bones,SB008A Internal Fixation of Small Bones,8500
Orthopedics,SB,S500052,SB009,Fracture - Long Bones - Metaphyseal - ORIF,SB009A Fracture - Long Bones - Metaphyseal - ORIF,12700
Orthopedics,SB,"S500029,",S500049,SB010,Fixation of Diaphyseal Fracture - Long Bone SB010A Open Reduction Internal Fixation,14900
Orthopedics,SB,S500029,SB010,Fixation of Diaphyseal Fracture - Long Bone,SB010B Closed Reduction & Fixation,18000
Orthopedics,SB,S500050,SB011,Surgery for Comminuted Fracture - Olecranon of,Ulna SB011A Plating,11800
Orthopedics,SB,S500086,SB012,Fracture Head radius,SB012A Fixation,10000
Orthopedics,SB,S500054,SB012,Fracture Head radius,SB012B Excision,9200
Orthopedics,SB,S500053,SB013,Fracture - Single Bone - Forearm - ORIF - Plating /,Nailing SB013A Fracture - Single Bone - Forearm - ORIF - Plating / Nailing,8900
Orthopedics,SB,S500051,SB014,Fracture - Both Bones - Forearm - ORIF - Plating /,Nailing SB014A Fracture - Both Bones - Forearm - ORIF - Plating / Nailing,12700
Orthopedics,SB,S500057,SB015,Fracture Condyle - Humerus - ORIF,SB015A Lateral Condyle,8500
Orthopedics,SB,S500057,SB015,Fracture Condyle - Humerus - ORIF,SB015B Medial Condyle,8500
Orthopedics,SB,S500088,SB016,Fracture intercondylar Humerus + olecranon,osteotomy SB016A Fracture intercondylar Humerus + olecranon osteotomy,15100
Orthopedics,SB,S500023,SB017,Displaced Clavicle Fracture,SB017A Open Reduction Internal Fixation,17000
Orthopedics,SB,S500046,SB018,Fracture - Acetabulum,SB018A Single Approach,28000
Orthopedics,SB,S500046,SB018,Fracture - Acetabulum,SB018B Combined Approach,33500
Orthopedics,SB,S500031,SB019,Fracture - Neck Femur,"SB019A Closed Reduction and Percutaneous Screw Fixation                         10,000 Orthopedics SB S500048 SB019 Fracture - Neck Femur SB019B Intertrochanteric Fracture with Dynamic Hip Screw                         15,800 Orthopedics SB S500048 SB019 Fracture - Neck Femur SB019C Intertrochanteric Fracture with Proximal Femoral Nail",16100
Orthopedics,SB,S500019,SB020,Ankle Fractures,SB020A Open Reduction Internal Fixation,14000
Orthopedics,SB,New Package,SB021,Cervical spine fixation including odontoid,SB021A Cervical spine fixation including odontoid,20000
Orthopedics,SB,New Package,SB022,Dorsal and lumber spine fixation,SB022A Anterior,40000
Orthopedics,SB,New Package,SB022,Dorsal and lumber spine fixation,SB022B Posterior,30000
Orthopedics,SB,S500068,SB023,Bone grafting for Non union,SB023A Bone grafting for Non union,10000
Orthopedics,SB,S500016,SB024,Arthorotomy of any joint,SB024A Arthorotomy of any joint,14000
Orthopedics,SB,S500045,SB025,Arthrolysis of joint,SB025A Elbow,15000
Orthopedics,SB,S500045,SB025,Arthrolysis of joint,SB025B Knee,15000
Orthopedics,SB,S500045,SB025,Arthrolysis of joint,SB025C Ankle,15000
Orthopedics,SB,"S500017,",S500101,SB026,Arthrodesis SB026A Ankle / Triple with implant,15000
Orthopedics,SB,S500098,SB026,Arthrodesis,SB026B Shoulder,15000
Page 11,Consolidated Master,Orthopedics,SB,S500100,SB026 Arthrodesis SB026C Wrist,15000
Orthopedics,SB,S500099,SB026,Arthrodesis,SB026D Knee,15000
"Orthopedics, Surgical",Oncology,SB,S500004,SB026,Arthrodesis SB026E Hand,27000
"Orthopedics, Surgical",Oncology,SB,New Package,SB026,Arthrodesis SB026F Foot,27000
Orthopedics,SB,S500017,SB026,Arthrodesis,SB026G Ankle / Triple without implant,15000
Orthopedics,SB,S500011,SB027,Disarticulation,SB027A Hind quarter,25000
Orthopedics,SB,S500011,SB027,Disarticulation,SB027B Fore quarter,25000
Orthopedics,SB,S500037,SB028,Closed reduction of joint dislocation,SB028A Hip,7400
Orthopedics,SB,S500038,SB028,Closed reduction of joint dislocation,SB028B Shoulder,5500
Orthopedics,SB,S500038,SB028,Closed reduction of joint dislocation,SB028C Elbow,5500
Orthopedics,SB,S500037,SB028,Closed reduction of joint dislocation,SB028D Knee,5500
Orthopedics,SB,S500067,SB029,Open Reduction of Small Joint,SB029A Open Reduction of Small Joint,8500
Orthopedics,SB,S500081,SB030,Tension Band Wiring,SB030A Tension Band Wiring,13000
Orthopedics,SB,S500095,SB031,Hemiarthroplasty,SB031A Unipolar,15000
Orthopedics,SB,S500094,SB031,Hemiarthroplasty,SB031B Bipolar (Non - Modular),15000
Orthopedics,SB,S500094,SB031,Hemiarthroplasty,SB031C Bipolar (Modular),15000
Orthopedics,SB,S500001,SB032,AC Joint reconstruction / Stabilization,SB032A Rockwood Type - I,20500
Orthopedics,SB,S500001,SB032,AC Joint reconstruction / Stabilization,SB032B Rockwood Type - II,20500
Orthopedics,SB,S500001,SB032,AC Joint reconstruction / Stabilization,SB032C Rockwood Type - III,20500
Orthopedics,SB,S500001,SB032,AC Joint reconstruction / Stabilization,SB032D Rockwood Type - IV,20500
Orthopedics,SB,S500001,SB032,AC Joint reconstruction / Stabilization,SB032E Rockwood Type - V,20500
Orthopedics,SB,S500001,SB032,AC Joint reconstruction / Stabilization,SB032F Rockwood Type - VI,20500
Orthopedics,SB,S500018,SB033,Excision Arthoplasty of Femur head,SB033A Excision Arthoplasty of Femur head,17500
Orthopedics,SB,S500066,SB034,Open Reduction of CDH,SB034A Open Reduction of CDH,20000
Orthopedics,SB,S500071,SB035,Patellectomy,SB035A Patellectomy,11000
Orthopedics,SB,S500090,SB036,Arthroscopic Meniscus Repair / Meniscectomy,SB036A Arthroscopic Meniscus Repair / Meniscectomy,12000
Orthopedics,SB,S500097,SB037,Elbow replacement,SB037A Elbow replacement,14100
Orthopedics,SB,S500091,SB038,Total Hip Replacement,SB038A Cemented,35000
Orthopedics,SB,S500092,SB038,Total Hip Replacement,SB038B Cementless,37000
Orthopedics,SB,S500093,SB038,Total Hip Replacement,SB038C Hybrid,32000
Orthopedics,SB,New Package,SB038,Total Hip Replacement,SB038D Revision - Total Hip Replacement,40000
Orthopedics,SB,S500096,SB039,Total Knee Replacement,SB039A Primary - Total Knee Replacement,25000
Orthopedics,SB,New Package,SB039,Total Knee Replacement,SB039B Revision - Total Knee Replacement,30000
Orthopedics,SB,S500022,SB040,Bone Tumour  Excision (malignant) including GCT,+ Joint replacement (depending upon type of joint and implant) SB040A Bone Tumour  Excision (malignant) including GCT + Joint replacement (depending upon type of joint and implant),57000
"Orthopedics, Surgical",Oncology,SB,S500020,SB041,Bone Tumour Excision + reconstruction SB041A Bone Tumour Excision + reconstruction,30000
Orthopedics,SB,S500021,SB042,Bone Tumour (benign) curettage / Excision,and bone grafting SB042A Bone Tumour (benign) curettage / Excision and bone grafting,20000
Orthopedics,SB,S500004,SB043,Single Stage Amputation,SB043A Above Elbow,15000
Orthopedics,SB,S500003,SB043,Single Stage Amputation,SB043B Below Elbow,15000
Orthopedics,SB,S500009,SB043,Single Stage Amputation,SB043C Above Knee,15000
Orthopedics,SB,S500008,SB043,Single Stage Amputation,SB043D Below Knee,15000
Orthopedics,SB,S500010,SB043,Single Stage Amputation,SB043E Foot,15000
Orthopedics,SB,S500010,SB043,Single Stage Amputation,SB043F Hand,15000
Orthopedics,SB,S500006,SB043,Single Stage Amputation,SB043G Wrist,15000
Orthopedics,SB,S500004,SB044,Two Stage Amputation,SB044A Above Elbow,23200
Orthopedics,SB,S500003,SB044,Two Stage Amputation,SB044B Below Elbow,23200
Orthopedics,SB,S500009,SB044,Two Stage Amputation,SB044C Above Knee,23200
Orthopedics,SB,S500008,SB044,Two Stage Amputation,SB044D Below Knee,23200
Orthopedics,SB,S500010,SB044,Two Stage Amputation,SB044E Foot,23200
Orthopedics,SB,S500010,SB044,Two Stage Amputation,SB044F Hand,23200
Orthopedics,SB,S500006,SB044,Two Stage Amputation,SB044G Wrist,23200
Orthopedics,SB,"S500005,",S500007,SB045,Amputation - Fingers / Toes SB045A Finger(s),10400
Orthopedics,SB,S500007,SB045,Amputation - Fingers / Toes,SB045B Toe(s),10400
Orthopedics,SB,S500078,SB046,Tendon Grafting / Repair,SB046A Tendon Grafting,15000
Orthopedics,SB,S500061,SB046,Tendon Grafting / Repair,SB046B Tendon Repair,15000
Orthopedics,SB,S500079,SB047,Tendon Release / Tenotomy,SB047A Tendon Release / Tenotomy,5000
Orthopedics,SB,S500080,SB048,Tenolysis,SB048A Tenolysis,5000
Orthopedics,SB,S500075,SB049,Reconstruction of Cruciate Ligament with implant,and brace SB049A Anterior,25700
Orthopedics,SB,S500075,SB049,Reconstruction of Cruciate Ligament with implant,and brace SB049B Posterior,25700
Orthopedics,SB,S500044,SB050,Fasciotomy,SB050A Fasciotomy,10500
Orthopedics,SB,S500039,SB051,Duputryen’s Contracture release + rehabilitation,SB051A Duputryen’s Contracture release + rehabilitation,8500
Orthopedics,SB,S500035,SB052,Debridement & Closure of injuries - contused,lacerated wounds SB052A Anti-biotic + dressing - minimum of 5 sessions,10900
Orthopedics,SB,S500035,SB052,Debridement & Closure of injuries - contused,lacerated wounds SB052B Anti-biotic + dressing - minimum of 2 sessions,3000
Orthopedics,SB,New Package,SB053,Sequestectomy / Curettage,SB053A Sequestectomy / Curettage,10000
Orthopedics,SB,New Package,SB054,Spine deformity correction,SB054A Spine deformity correction,40000
Orthopedics,SB,S500070,SB055,Osteotomy,SB055A Long Bone,18000
Orthopedics,SB,S500069,SB055,Osteotomy,SB055B Small Bone,10000
Orthopedics,SB,S500072,SB056,Pelvic Osteotomy and fixation,SB056A Pelvic Osteotomy and fixation,20000
Orthopedics,SB,S500055,SB057,High Tibial Osteotomy,SB057A High Tibial Osteotomy,16000
Orthopedics,SB,S500060,SB058,Ilizarov Fixation,SB058A Ilizarov Fixation,15000
Orthopedics,SB,S500059,SB059,Limb Lengthening / Bone Transport by Ilizarov,SB059A Limb Lengthening / Bone Transport by Ilizarov,23700
Orthopedics,SB,New Package,SB060,Growth Modulation and fixation,SB060A Growth Modulation and fixation,5000
Orthopedics,SB,New Package,SB061,Corrective Surgery for foot deformities,SB061A Vertical Talus,15000
Orthopedics,SB,New Package,SB061,Corrective Surgery for foot deformities,SB061B Other foot deformities,15000
Orthopedics,SB,S500089,SB062,Correction of club foot per cast,SB062A Correction of club foot per cast,3000
Orthopedics,SB,S500089,SB063,Corrective Surgery in Club Foot / JESS Fixator,SB063A Corrective Surgery in Club Foot / JESS Fixator,12000
Orthopedics,SB,S500014,SB064,Excision of Osteochondroma / Exostosis,SB064A Osteochondroma,10000
Orthopedics,SB,S500014,SB064,Excision of Osteochondroma / Exostosis,SB064B Exostosis,10000
"Orthopedics,",General Surgery,SB,"S500074,",S100015,SB065 Excision of Bursa SB065A Excision of Bursa,3000
Orthopedics,SB,S500063,SB066,Nerve Transposition / Release / Neurolysis,SB066A Nerve Transposition,13000
Orthopedics,SB,S500063,SB066,Nerve Transposition / Release / Neurolysis,SB066B Nerve Release,13000
Orthopedics,SB,S500063,SB066,Nerve Transposition / Release / Neurolysis,SB066C Nerve Neurolysis,13000
Orthopedics,SB,S500062,SB067,Nerve Repair Surgery,SB067A Nerve Repair Surgery,13800
"Orthopedics, Neurosurgery",SB,New Package,SB068,Nerve root block,SB068A Nerve root block,3000
Orthopedics,SB,S500040,SB069,Exploration and Ulnar nerve Repair,SB069A Exploration and Ulnar nerve Repair,9800
Orthopedics,SB,New Package,SB070,Implant Removal under LA,SB070A K - Wire,5000
Orthopedics,SB,New Package,SB070,Implant Removal under LA,SB070B Screw,5000
Orthopedics,SB,New Package,SB071,Implant Removal under RA / GA,SB071A Nail,15000
Orthopedics,SB,New Package,SB071,Implant Removal under RA / GA,SB071B Plate,15000
Surgical Oncology,SC,"S200085,",S200087,SC001,Glossectomy SC001A Hemiglossectomy,24000
Surgical Oncology,SC,S200090,SC001,Glossectomy,SC001B Total Glossectomy,30000
"Surgical Oncology, ENT",SC,S1500007,SC002,Palatectomy,SC002A Soft palate,20000
Page 12,Consolidated Master,"Surgical Oncology, ENT",SC,S1500008,SC002 Palatectomy SC002B Hard palate,20000
Surgical Oncology,SC,New Package,SC003,Maxillectomy,SC003A Partial,27000
Surgical Oncology,SC,S1500015,SC003,Maxillectomy,SC003B Radical,33000
Surgical Oncology,SC,S1500014,SC003,Maxillectomy,SC003C Total,30000
Surgical Oncology,SC,S1500010,SC004,Composite resection (Oral Cavity),SC004A Composite resection (Oral Cavity),40000
Surgical Oncology,SC,S1500034,SC005,Oesophageal / Tracheal stenting,SC005A Oesophageal stenting,45000
Surgical Oncology,SC,New Package,SC005,Oesophageal / Tracheal stenting,SC005B Tracheal stenting,45000
Surgical Oncology,SC,New Package,SC006,Transthoracic esophagectomy: 2F / 3F,SC006A Open,60000
Surgical Oncology,SC,New Package,SC006,Transthoracic esophagectomy: 2F / 3F,SC006B MIS,60000
Surgical Oncology,SC,New Package,SC007,Gastric pull-up / Jejunal Graft,SC007A Gastric pull-up / Jejunal Graft,36000
Surgical Oncology,SC,New Package,SC008,Radical Small Bowel Resection,SC008A Open,33000
Surgical Oncology,SC,S100173,SC008,Radical Small Bowel Resection,SC008B Lap.,33000
Surgical Oncology,SC,New Package,SC009,Intersphincteric resection,SC009A Open,40200
Surgical Oncology,SC,New Package,SC009,Intersphincteric resection,SC009B Lap.,40200
Surgical Oncology,SC,S1500032,SC010,Surgery for Abdominal wall tumour,SC010A Abdominal wall tumour resection,25000
Surgical Oncology,SC,S1500033,SC010,Surgery for Abdominal wall tumour,SC010B Abdominal wall tumour resection with reconstruction,39000
Surgical Oncology,SC,New Package,SC011,Exploratory laparotomy f / b diversion stoma /,bypass SC011A Exploratory laparotomy f / b diversion stoma,30000
Surgical Oncology,SC,New Package,SC011,Exploratory laparotomy f / b diversion stoma /,bypass SC011B Exploratory laparotomy f / b diversion bypass,30000
Surgical Oncology,SC,New Package,SC012,Abdominoperineal resection,SC012A Open,39600
Surgical Oncology,SC,New Package,SC012,Abdominoperineal resection,SC012B Lap.,39600
Surgical Oncology,SC,New Package,SC013,Omentectomy,SC013A Omentectomy,21000
Surgical Oncology,SC,S100222,SC014,Procedures Requiring Bypass Techniques,SC014A Procedures Requiring Bypass Techniques,35000
Surgical Oncology,SC,S1500036,SC015,Segmentectomy - hepatobiliary system,SC015A Segmentectomy - hepatobiliary system,50000
Surgical Oncology,SC,S1500031,SC016,Radical / Revision Cholecystectomy,SC016A Radical,39600
Surgical Oncology,SC,New Package,SC016,Radical / Revision Cholecystectomy,SC016B Revision,39600
Surgical Oncology,SC,S1500030,SC017,Enucleation of pancreatic neoplasm,SC017A Enucleation of pancreatic neoplasm,39600
"Surgical Oncology, Pediatric",Surgery,SC,New Package,SC018,Hepatoblastoma Excision SC018A Hepatoblastoma Excision,52200
Surgical Oncology,SC,S1500046,SC019,Hemipelvectomy - Internal,SC019A Hemipelvectomy - Internal,54000
Surgical Oncology,SC,New Package,SC020,Pelvic Exenteration,SC020A Anterior - Open,58800
